Name,Rating,Reviews,Category,Address,Website,Phone,Url
"Porter Dentistry, Chad Porter DDS & Tonia Porter DDS","4.9","532","Dentist","1633 W Main St Suite 200, Lebanon, TN 37087, United States","https://www.porterdentistryllc.com/","+1 615-449-3222","https://www.google.com/maps/place/Porter+Dentistry,+Chad+Porter+DDS+%26+Tonia+Porter+DDS/data=!4m7!3m6!1s0x8864221ced908b7d:0x10bc553cdf6d845b!8m2!3d36.2212524!4d-86.3407796!16s%2Fg%2F1hhx6w5lg!19sChIJfYuQ7RwiZIgRW4Rt3zxVvBA?authuser=0&hl=en&rclk=1"
"Fischer Family Dentistry","4.9","696","Dentist","151 Indian Lake Blvd, Hendersonville, TN 37075, United States","http://www.fischerfamilydentistry.com/","+1 615-824-8870","https://www.google.com/maps/place/Fischer+Family+Dentistry/data=!4m7!3m6!1s0x8864473093f11df5:0x7dde447f50e71ffa!8m2!3d36.311584!4d-86.607231!16s%2Fg%2F1v5_b4x7!19sChIJ9R3xkzBHZIgR-h_nUH9E3n0?authuser=0&hl=en&rclk=1"
"Highland Family Dental: Rachel Carlson, DMD","4.9","439","Dentist","2516 TN-49 Ste. 101, Pleasant View, TN 37146, United States","https://highlanddentaltn.com/","+1 615-649-4155","https://www.google.com/maps/place/Highland+Family+Dental:+Rachel+Carlson,+DMD/data=!4m7!3m6!1s0x8864f14a4e938191:0x73817a9ebf7f11cc!8m2!3d36.394883!4d-87.0353075!16s%2Fg%2F11lky6b34c!19sChIJkYGTTkrxZIgRzBF_v556gXM?authuser=0&hl=en&rclk=1"
"Crossroads Family Dentistry","4.8","402","Dentist","4515 Harding Pike Suite 104, Nashville, TN 37205, United States","http://crossroadsdentistrytn.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing","+1 615-385-2008","https://www.google.com/maps/place/Crossroads+Family+Dentistry/data=!4m7!3m6!1s0x886463c4b6f96539:0xb0e69a66c11f0dc5!8m2!3d36.1237935!4d-86.8481147!16s%2Fg%2F1tfb2qwm!19sChIJOWX5tsRjZIgRxQ0fwWaa5rA?authuser=0&hl=en&rclk=1"
"Main Street Dental","5.0","293","Dentist","100 Main St Suite 105, Portland, TN 37148, United States","http://www.mainstreetdentaltn.com/","+1 615-325-9690","https://www.google.com/maps/place/Main+Street+Dental/data=!4m7!3m6!1s0x8865cb6a0c06aa7b:0x4121ed2dbebf1717!8m2!3d36.580594!4d-86.5157861!16s%2Fg%2F1tt1tf2w!19sChIJe6oGDGrLZYgRFxe_vi3tIUE?authuser=0&hl=en&rclk=1"
"Fields Family Dentistry","5.0","355","Dentist","617 Hartsville Pike, Gallatin, TN 37066, United States","https://www.smilesbyzach.com/","+1 615-452-9696","https://www.google.com/maps/place/Fields+Family+Dentistry/data=!4m7!3m6!1s0x8864300ee6b7ee07:0x6ce85d304f3fb0f2!8m2!3d36.3904379!4d-86.4316342!16s%2Fg%2F1tgws_k6!19sChIJB-635g4wZIgR8rA_TzBd6Gw?authuser=0&hl=en&rclk=1"
"Family Dentistry Dr. Wendy JangDhari","4.3","22","Dentist","521 E Trinity Ln, Nashville, TN 37207, United States","http://drwendyfamilydentistry.wordpress.com/","+1 615-226-5250","https://www.google.com/maps/place/Family+Dentistry+Dr.+Wendy+JangDhari/data=!4m7!3m6!1s0x886467eef301e47f:0x99d009e0c87bf5de!8m2!3d36.2052665!4d-86.755269!16s%2Fg%2F1wbryj39!19sChIJf-QB8-5nZIgR3vV7yOAJ0Jk?authuser=0&hl=en&rclk=1"
"Aspen Dental - Hermitage, TN","4.0","540","Dentist","4054 Lebanon Pike, Hermitage, TN 37076, United States","https://www.aspendental.com/dentist/tn/hermitage/4054-lebanon-pike/?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_campaign=Hermitage,TN-Hermit_TN-2132&utm_content=listing","+1 615-647-8432","https://www.google.com/maps/place/Aspen+Dental+-+Hermitage,+TN/data=!4m7!3m6!1s0x88646a8a0e82917b:0xb4847b673efe5f69!8m2!3d36.1984906!4d-86.6209209!16s%2Fg%2F11b61q14ts!19sChIJe5GCDopqZIgRaV_-Pmd7hLQ?authuser=0&hl=en&rclk=1"
"Paramount Family Dentistry","5.0","16","Dentist","112 Saundersville Rd Suite 226B, Hendersonville, TN 37075, United States","http://www.paramountfamilydentistry.com/","+1 615-447-3672","https://www.google.com/maps/place/Paramount+Family+Dentistry/data=!4m7!3m6!1s0x88644768f022a4c1:0x8f1a973cc964cd4f!8m2!3d36.3255353!4d-86.5947904!16s%2Fg%2F11b6gqrrt_!19sChIJwaQi8GhHZIgRT81kyTyXGo8?authuser=0&hl=en&rclk=1"
"Lifetime Dentistry","4.8","182","Dentist","8134 Sawyer Brown Rd, Nashville, TN 37221, United States","https://www.lifetimedentistrytn.com/","+1 615-622-7062","https://www.google.com/maps/place/Lifetime+Dentistry/data=!4m7!3m6!1s0x886488ee2648d6e5:0xce593dbc2ff38d79!8m2!3d36.0792895!4d-86.9442369!16s%2Fg%2F1td05sz6!19sChIJ5dZIJu6IZIgReY3zL7w9Wc4?authuser=0&hl=en&rclk=1"
"Tend East Nashville","4.7","248","Cosmetic dentist","962 Woodland St, Nashville, TN 37206, United States","https://www.hellotend.com/studios/nashville/east-nashville","+1 615-490-9063","https://www.google.com/maps/place/Tend+East+Nashville/data=!4m7!3m6!1s0x886467f562ea3201:0xf280bc4aba976f09!8m2!3d36.1765083!4d-86.7520477!16s%2Fg%2F11t91w3p0y!19sChIJATLqYvVnZIgRCW-Xukq8gPI?authuser=0&hl=en&rclk=1"
"Ideal Dental Gallatin","4.8","266","Dentist","207 Maharris Dr Ste G, Gallatin, TN 37066, United States","https://www.myidealdental.com/gallatin/","+1 615-442-6992","https://www.google.com/maps/place/Ideal+Dental+Gallatin/data=!4m7!3m6!1s0x88643b4659dce5a7:0x49fa5c03d1c15b27!8m2!3d36.3646633!4d-86.444304!16s%2Fg%2F11swzjx_xq!19sChIJp-XcWUY7ZIgRJ1vB0QNc-kk?authuser=0&hl=en&rclk=1"
"Dr. Elijah Brown Family & Implant Dentistry","4.9","846","Dentist","1097 Weston Dr, Mt. Juliet, TN 37122, United States","https://drelijahbrown.com/","+1 615-758-7745","https://www.google.com/maps/place/Dr.+Elijah+Brown+Family+%26+Implant+Dentistry/data=!4m7!3m6!1s0x886415c37a1f5005:0xa8a04ec6db20352!8m2!3d36.1858767!4d-86.5120108!16s%2Fg%2F1tjh02xc!19sChIJBVAfesMVZIgRUgOybewEigo?authuser=0&hl=en&rclk=1"
"Towe Dentistry & Aesthetic Center, PLLC","5.0","115","Dentist","120 Memorial Dr, Franklin, KY 42134, United States","https://www.drtowe.com/","+1 270-586-8788","https://www.google.com/maps/place/Towe+Dentistry+%26+Aesthetic+Center,+PLLC/data=!4m7!3m6!1s0x8865c82f7f5f7627:0xded60e72801db914!8m2!3d36.7003273!4d-86.574342!16s%2Fg%2F1tj80q8t!19sChIJJ3Zffy_IZYgRFLkdgHIO1t4?authuser=0&hl=en&rclk=1"
"Horizon Dental Partners","5.0","811","Dentist","614 Old TN-76, White House, TN 37188, United States","http://www.horizondentalpartners.com/","+1 615-672-9309","https://www.google.com/maps/place/Horizon+Dental+Partners/data=!4m7!3m6!1s0x88644ea592d297d9:0x317a03b1a410de10!8m2!3d36.4700851!4d-86.6719894!16s%2Fg%2F1td0bp19!19sChIJ2ZfSkqVOZIgREN4QpLEDejE?authuser=0&hl=en&rclk=1"
"Nashville Dentist Dr. Terry L. Spurlin, DDS","5.0","10","Dentist","808 Kirkwood Ave, Nashville, TN 37204, United States","https://www.musiccitydental.com/","+1 615-953-2469","https://www.google.com/maps/place/Nashville+Dentist+Dr.+Terry+L.+Spurlin,+DDS/data=!4m7!3m6!1s0x88646976ff2a159b:0x7a996f25b5037139!8m2!3d36.1215336!4d-86.7765699!16s%2Fg%2F1tlqqqq6!19sChIJmxUq_3ZpZIgROXEDtSVvmXo?authuser=0&hl=en&rclk=1"
"Aspen Dental - Nashville, TN - West","4.0","509","Dentist","6702 Charlotte Pike #106, Nashville, TN 37209, United States","https://www.aspendental.com/dentist/tn/nashville/6702-charlotte-pike-ste-106/?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_campaign=Nashville,TN-West-NashWst_TN-2088&utm_content=listing","+1 615-354-8800","https://www.google.com/maps/place/Aspen+Dental+-+Nashville,+TN+-+West/data=!4m7!3m6!1s0x886461f59b2dd753:0xc7907331e25a579a!8m2!3d36.1368987!4d-86.8853029!16s%2Fg%2F11b620btc8!19sChIJU9ctm_VhZIgRmlda4jFzkMc?authuser=0&hl=en&rclk=1"
"Brentwood Dental Arts","4.8","233","Dentist","5505 Edmondson Pike # 201, Nashville, TN 37211, United States","http://www.brentwooddentalarts.com/","+1 615-331-0402","https://www.google.com/maps/place/Brentwood+Dental+Arts/data=!4m7!3m6!1s0x88647aab1fe2fc4f:0x6363a592445cfc36!8m2!3d36.043896!4d-86.744793!16s%2Fg%2F1tmbwvtv!19sChIJT_ziH6t6ZIgRNvxcRJKlY2M?authuser=0&hl=en&rclk=1"
"Howard Dentistry - Hendersonville Family Dentist","4.7","37","Dentist","125 Saundersville Rd Ste 112, Hendersonville, TN 37075, United States","http://www.howarddentistry.com/","+1 615-826-5533","https://www.google.com/maps/place/Howard+Dentistry+-+Hendersonville+Family+Dentist/data=!4m7!3m6!1s0x88644718c55621e7:0x3b0d6b7e956c1c65!8m2!3d36.3270597!4d-86.5879837!16s%2Fg%2F1tg6qvqh!19sChIJ5yFWxRhHZIgRZRxslX5rDTs?authuser=0&hl=en&rclk=1"
"Aspen Dental - Smyrna, TN","3.8","630","Dentist","440 Sam Ridley Pkwy W Ste 140, Smyrna, TN 37167, United States","https://www.aspendental.com/dentist/tn/smyrna/440-sam-ridley-pkwy-w-ste-140/?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_campaign=Smyrna,TN-Smyrna_TN-1447&utm_content=listing","+1 615-768-3242","https://www.google.com/maps/place/Aspen+Dental+-+Smyrna,+TN/data=!4m7!3m6!1s0x88640c3869df853b:0x1f72bc402efd4cac!8m2!3d35.985704!4d-86.552068!16s%2Fg%2F1tdh959s!19sChIJO4XfaTgMZIgRrEz9LkC8ch8?authuser=0&hl=en&rclk=1"
"Bush Dentistry","4.9","143","Dentist","911 Meadowlark Ln, Goodlettsville, TN 37072, United States","http://www.jameslbushdds.com/","+1 615-851-6800","https://www.google.com/maps/place/Bush+Dentistry/data=!4m7!3m6!1s0x88644378e076d861:0xe68a8d9395e7ded2!8m2!3d36.2977619!4d-86.7038281!16s%2Fg%2F1tw1fklg!19sChIJYdh24HhDZIgR0t7nlZONiuY?authuser=0&hl=en&rclk=1"
"C. Sue VanBlaricum, DDS PC; Lafayette Family Dentistry","3.9","47","Dentist","412 College St, Lafayette, TN 37083, United States","http://www.lafayettefamilydentistry.com/","+1 615-666-6155","https://www.google.com/maps/place/C.+Sue+VanBlaricum,+DDS+PC;+Lafayette+Family+Dentistry/data=!4m7!3m6!1s0x8866899517207fd5:0x4bd758aa27d5bdef!8m2!3d36.520043!4d-86.030856!16s%2Fg%2F1td20_hd!19sChIJ1X8gF5WJZogR773VJ6pY10s?authuser=0&hl=en&rclk=1"
"Troy Long, DDS General & Aesthetic Dentistry","5.0","41","Dentist","212 N Castle Heights Ave A, Lebanon, TN 37087, United States","http://www.drtroylong.com/","+1 615-444-2782","https://www.google.com/maps/place/Troy+Long,+DDS+General+%26+Aesthetic+Dentistry/data=!4m7!3m6!1s0x8864202af3cc0585:0x55b036564a53196c!8m2!3d36.2143795!4d-86.3052896!16s%2Fg%2F1tf7yg5_!19sChIJhQXM8yogZIgRbBlTSlY2sFU?authuser=0&hl=en&rclk=1"
"A Harris Dental","3.0","30","Dentist","809 Hamilton Church Rd, Antioch, TN 37013, United States","http://www.theantiochdentist.com/","+1 615-942-6898","https://www.google.com/maps/place/A+Harris+Dental/data=!4m7!3m6!1s0x88646da2a4f8e267:0x9671e5220498b1ca!8m2!3d36.0648897!4d-86.630198!16s%2Fg%2F1ttpc0vs!19sChIJZ-L4pKJtZIgRyrGYBCLlcZY?authuser=0&hl=en&rclk=1"
"Pryor Family Dentistry","4.9","446","Dentist","201 Signature Pl, Lebanon, TN 37087, United States","https://www.pryorfamilydentistry.com/","+1 615-444-7999","https://www.google.com/maps/place/Pryor+Family+Dentistry/data=!4m7!3m6!1s0x886421f99d72d371:0xebbefb115f9fc4e6!8m2!3d36.2153082!4d-86.3334948!16s%2Fg%2F1wfvnct1!19sChIJcdNynfkhZIgR5sSfXxH7vus?authuser=0&hl=en&rclk=1"
"Bluegrass Dentistry","4.2","30","Dentist","623 E Main St #1, Hendersonville, TN 37075, United States","https://bluegrassdentistry.net/","+1 615-822-3115","https://www.google.com/maps/place/Bluegrass+Dentistry/data=!4m7!3m6!1s0x88643897e7fad7e9:0x9a4baef1ab4016ee!8m2!3d36.323121!4d-86.5691693!16s%2Fg%2F1th5d940!19sChIJ6df655c4ZIgR7hZAq_GuS5o?authuser=0&hl=en&rclk=1"
"Drs. John Martin & Catie Wall","5.0","7","Dentist","2020 Caldwell Dr STE 3, Goodlettsville, TN 37072, United States","","+1 615-851-9999","https://www.google.com/maps/place/Drs.+John+Martin+%26+Catie+Wall/data=!4m7!3m6!1s0x886444697797162f:0x9ee511a7bcafd85c!8m2!3d36.3306484!4d-86.6991284!16s%2Fg%2F1tgq7cxq!19sChIJLxaXd2lEZIgRXNivvKcR5Z4?authuser=0&hl=en&rclk=1"
"Warise Family Dentistry","3.9","31","Dentist","100 Mayfield Dr, Smyrna, TN 37167, United States","http://www.tosmilewithstyle.com/","+1 615-459-3366","https://www.google.com/maps/place/Warise+Family+Dentistry/data=!4m7!3m6!1s0x88640c3c94b56c77:0x8bb084664868fe70!8m2!3d35.9776554!4d-86.5112682!16s%2Fg%2F1td1kqpm!19sChIJd2y1lDwMZIgRcP5oSGaEsIs?authuser=0&hl=en&rclk=1"
"Davis - Dudley Family Dentistry P.C.","4.5","11","Dentist","3915 Clarksville Pike B, Nashville, TN 37218, United States","","+1 615-299-8700","https://www.google.com/maps/place/Davis+-+Dudley+Family+Dentistry+P.C./data=!4m7!3m6!1s0x886460bd21a7c1f1:0xe1ebc3d76f1330a1!8m2!3d36.2094157!4d-86.8399229!16s%2Fg%2F1wzt330j!19sChIJ8cGnIb1gZIgRoTATb9fD6-E?authuser=0&hl=en&rclk=1"
"Kelly Family Dentistry PLLC","4.9","15","Dentist","201 Pleasant Valley Rd, Franklin, KY 42134, United States","","+1 270-776-9245","https://www.google.com/maps/place/Kelly+Family+Dentistry+PLLC/data=!4m7!3m6!1s0x8865c828d334f319:0xc58441ad5e5991db!8m2!3d36.6980235!4d-86.5747906!16s%2Fg%2F1tdk5xxc!19sChIJGfM00yjIZYgR25FZXq1BhMU?authuser=0&hl=en&rclk=1"
"Wilson Family Dentistry /Marion N. Wilson DDS/ Rebekah W. Koon DDS","5.0","451","Dentist","102 22nd St, Old Hickory, TN 37138, United States","http://wilsonfamilydental.com/","+1 615-847-3088","https://www.google.com/maps/place/Wilson+Family+Dentistry+%2FMarion+N.+Wilson+DDS%2F+Rebekah+W.+Koon+DDS/data=!4m7!3m6!1s0x88644197f131a611:0x79ad1d673665ab21!8m2!3d36.2482783!4d-86.6418072!16s%2Fg%2F1tgh890j!19sChIJEaYx8ZdBZIgRIatlNmcdrXk?authuser=0&hl=en&rclk=1"
"Bailey Family Dentistry, PLLC - Chris Bailey, DDS","4.9","147","Dentist","102 Ervin Dr Suite A, Carthage, TN 37030, United States","http://www.baileyfamilydds.com/","+1 615-735-0600","https://www.google.com/maps/place/Bailey+Family+Dentistry,+PLLC+-+Chris+Bailey,+DDS/data=!4m7!3m6!1s0x886694bffc69b2e1:0xb72d0fb44c1da8b!8m2!3d36.2602424!4d-85.9504394!16s%2Fg%2F11b7_1w3k9!19sChIJ4bJp_L-UZogRi9rBRPvQcgs?authuser=0&hl=en&rclk=1"
"Family Dentistry","4.1","18","Dentist","776 S Main St, Ashland City, TN 37015, United States","http://www.familydentistrytn.com/","+1 615-792-4238","https://www.google.com/maps/place/Family+Dentistry/data=!4m7!3m6!1s0x8864f28106ef5727:0xca3b3fc12a846352!8m2!3d36.2673384!4d-87.0594258!16s%2Fg%2F1thgc5ng!19sChIJJ1fvBoHyZIgRUmOEKsE_O8o?authuser=0&hl=en&rclk=1"
"Nashville Family Dentist (Dr. Radu Pop)","5.0","43","Dentist","4525 Harding Pk #101, Nashville, TN 37205, United States","http://www.nashvillefamilydentist.com/","+1 615-383-7404","https://www.google.com/maps/place/Nashville+Family+Dentist+%28Dr.+Radu+Pop%29/data=!4m7!3m6!1s0x886463c4d1f504a3:0x63a7cb15b16ba992!8m2!3d36.1231219!4d-86.8490296!16s%2Fg%2F11g_gp5ln!19sChIJowT10cRjZIgRkqlrsRXLp2M?authuser=0&hl=en&rclk=1"
"Park Plaza Dentistry: Adam Veitschegger DDS","5.0","11","Dentist","2105 Park Plaza Dr, Springfield, TN 37172, United States","https://parkplazadentistry.wordpress.com/about/about/","+1 615-384-2558","https://www.google.com/maps/place/Park+Plaza+Dentistry:+Adam+Veitschegger+DDS/data=!4m7!3m6!1s0x886455db817aee3b:0x847040131805241c!8m2!3d36.4902387!4d-86.8769542!16s%2Fg%2F1td1f47m!19sChIJO-56gdtVZIgRHCQFGBNAcIQ?authuser=0&hl=en&rclk=1"
"Cedar Grove Dentistry & Orthodontics","2.3","3","Dentist","741 President Pl, Smyrna, TN 37167, United States","","+1 615-220-6990","https://www.google.com/maps/place/Cedar+Grove+Dentistry+%26+Orthodontics/data=!4m7!3m6!1s0x88640cea7d985e0b:0x56d7ab29018a718f!8m2!3d35.9776696!4d-86.5598211!16s%2Fg%2F1thxlt2y!19sChIJC16YfeoMZIgRj3GKASmr11Y?authuser=0&hl=en&rclk=1"
"Midsouth Family Dentistry: John Craig, DDS","5.0","299","Dentist","7263 Nolensville Rd # 3, Nolensville, TN 37135, United States","https://midsouthdentistry.com/","+1 615-933-8859","https://www.google.com/maps/place/Midsouth+Family+Dentistry:+John+Craig,+DDS/data=!4m7!3m6!1s0x8864770b2eb4db9b:0x9fa0838a7d7b0fa!8m2!3d35.9544202!4d-86.6709512!16s%2Fg%2F11gybl3zk3!19sChIJm9u0Lgt3ZIgR-rDXpzgI-gk?authuser=0&hl=en&rclk=1"
"Wingo Family Dentistry","5.0","7","Dentist","3353 Union Hill Rd B, Joelton, TN 37080, United States","http://www.ident.ws/template.jsp?doc=wingofamilydentistry","+1 615-876-2325","https://www.google.com/maps/place/Wingo+Family+Dentistry/data=!4m7!3m6!1s0x886459283a67be3d:0x1e6290dce9bcf0d5!8m2!3d36.3156994!4d-86.8646697!16s%2Fg%2F1tdd5_j5!19sChIJPb5nOihZZIgR1fC86dyQYh4?authuser=0&hl=en&rclk=1"
"Next Generation Dentists","3.5","14","Dental clinic","2120 Murfreesboro Pike, Nashville, TN 37217, United States","","+1 615-366-4141","https://www.google.com/maps/place/Next+Generation+Dentists/data=!4m7!3m6!1s0x88646dcd464f174b:0xb231589ae2aa34cd!8m2!3d36.0939257!4d-86.6523314!16s%2Fg%2F1td4f8rf!19sChIJSxdPRs1tZIgRzTSq4ppYMbI?authuser=0&hl=en&rclk=1"
"Raum Family Dentistry","3.3","14","Dentist","700 S Broadway, Portland, TN 37148, United States","http://raumfamilydentistry.com/","+1 615-325-4466","https://www.google.com/maps/place/Raum+Family+Dentistry/data=!4m7!3m6!1s0x8865cb6c9d6e48b5:0x6c41e481816b84b8!8m2!3d36.5694613!4d-86.511774!16s%2Fg%2F1tgdd4f_!19sChIJtUhunWzLZYgRuIRrgYHkQWw?authuser=0&hl=en&rclk=1"
"East Nashville Pediatric Dentistry","4.9","438","Pediatric dentist","1077 E Trinity Ln Suite 104, Nashville, TN 37216, United States","http://eastnashvillepediatricdentistry.com/","+1 615-669-4858","https://www.google.com/maps/place/East+Nashville+Pediatric+Dentistry/data=!4m7!3m6!1s0x886469f6f80f5361:0x8f3df3a53ac7626d!8m2!3d36.2039594!4d-86.7394765!16s%2Fg%2F11fwkdlxjr!19sChIJYVMP-PZpZIgRbWLHOqXzPY8?authuser=0&hl=en&rclk=1"
"All Star Pediatric Dentistry","5.0","63","Pediatric dentist","4825 Trousdale Dr #216, Nashville, TN 37220, United States","https://allstarpd.com/","+1 615-270-2222","https://www.google.com/maps/place/All+Star+Pediatric+Dentistry/data=!4m7!3m6!1s0x88646577cd153af9:0x4e521e7a2669e6b7!8m2!3d36.0755286!4d-86.7602958!16s%2Fg%2F11ts2x7jqz!19sChIJ-ToVzXdlZIgRt-ZpJnoeUk4?authuser=0&hl=en&rclk=1"
"Raum Family Dentistry","3.8","13","Dentist","1001 Scottsville Rd, Lafayette, TN 37083, United States","http://raumfamilydentistry.com/","+1 615-666-4865","https://www.google.com/maps/place/Raum+Family+Dentistry/data=!4m7!3m6!1s0x886689e8cbf366d5:0xf5d4c6c20b7a1321!8m2!3d36.530991!4d-86.027707!16s%2Fg%2F1tkp5qgv!19sChIJ1Wbzy-iJZogRIRN6C8LG1PU?authuser=0&hl=en&rclk=1"
"Ideal Dental Melrose","4.8","252","Dentist","2335 8th Ave S, Nashville, TN 37204, United States","https://www.myidealdental.com/melrose/","+1 615-334-5041","https://www.google.com/maps/place/Ideal+Dental+Melrose/data=!4m7!3m6!1s0x886465649affbc83:0xecbe2173fb5aad6b!8m2!3d36.1270687!4d-86.7777198!16s%2Fg%2F11rj5ylfyd!19sChIJg7z_mmRlZIgRa61a-3Mhvuw?authuser=0&hl=en&rclk=1"
"Gorham & Ammarell Dentistry","4.3","25","Dentist","124 30th Ave N, Nashville, TN 37203, United States","http://www.westendnashvilledentists.com/","+1 615-327-4914","https://www.google.com/maps/place/Gorham+%26+Ammarell+Dentistry/data=!4m7!3m6!1s0x886466b1d73fc16f:0x2b5792a8468ec02!8m2!3d36.1452026!4d-86.8150212!16s%2Fg%2F1tpllgn1!19sChIJb8E_17FmZIgRAuxohCp5tQI?authuser=0&hl=en&rclk=1"
"Nashville Aesthetic Dentistry - Dennis J. Wells, DDS","4.9","279","Cosmetic dentist","105 Powell Ct, Brentwood, TN 37027, United States","https://www.drdenniswells.com/?utm_source=GoogleMyBusiness&utm_medium=Organic&utm_campaign=Website","+1 615-338-8440","https://www.google.com/maps/place/Nashville+Aesthetic+Dentistry+-+Dennis+J.+Wells,+DDS/data=!4m7!3m6!1s0x88647b5014d124a5:0x1a44393edf1423b4!8m2!3d36.0375033!4d-86.8133688!16s%2Fg%2F1tf66682!19sChIJpSTRFFB7ZIgRtCMU3z45RBo?authuser=0&hl=en&rclk=1"
"Kiser Dentistry","5.0","25","Cosmetic dentist","210 Enon Springs Rd E, Smyrna, TN 37167, United States","http://kiserdentistry.com/","+1 888-535-4737","https://www.google.com/maps/place/Kiser+Dentistry/data=!4m7!3m6!1s0x6136f99bddef9db3:0xc87d9bd81abf9916!8m2!3d35.9744099!4d-86.5073014!16s%2Fg%2F11pvgz9tgg!19sChIJs53v3Zv5NmERFpm_Gtibfcg?authuser=0&hl=en&rclk=1"
"Dentist in Lebanon, TN","","","Dentist","727 W Main St, Lebanon, TN 37087, United States","","+1 855-235-1637","https://www.google.com/maps/place/Dentist+in+Lebanon,+TN/data=!4m7!3m6!1s0x886421d974060441:0xf20e4466dd1ead37!8m2!3d36.2107588!4d-86.3100822!16s%2Fg%2F11hy_y3wcn!19sChIJQQQGdNkhZIgRN60e3WZEDvI?authuser=0&hl=en&rclk=1"
"Dentist in Hermitage","5.0","1","Dentist","3441 Lebanon Pike, Hermitage, TN 37076, United States","","+1 615-883-4600","https://www.google.com/maps/place/Dentist+in+Hermitage/data=!4m7!3m6!1s0x88646a5eae6a6119:0x2177e13f59d36888!8m2!3d36.188982!4d-86.6252947!16s%2Fg%2F11h5q8cqvd!19sChIJGWFqrl5qZIgRiGjTWT_hdyE?authuser=0&hl=en&rclk=1"
"Ray and Schneider Family Dentistry","3.7","61","Dentist","776 S Main St, Ashland City, TN 37015, United States","http://www.familydentistrytn.com/","+1 615-792-4238","https://www.google.com/maps/place/Ray+and+Schneider+Family+Dentistry/data=!4m7!3m6!1s0x8864f28106ef5727:0xb49f08efc7d40f64!8m2!3d36.2673573!4d-87.0594449!16s%2Fg%2F1tjdgyjd!19sChIJJ1fvBoHyZIgRZA_Ux-8In7Q?authuser=0&hl=en&rclk=1"
"Haley E. Schmitt, DDS: Cosmetic and Family Dentistry","5.0","77","Dentist","5120 Virginia Way Suite B-12, Brentwood, TN 37027, United States","https://www.haleyeschmittdds.com/?utm_source=local&utm_medium=organic&utm_campaign=gbp_home","+1 615-373-0883","https://www.google.com/maps/place/Haley+E.+Schmitt,+DDS:+Cosmetic+and+Family+Dentistry/data=!4m7!3m6!1s0x88647b470fc6ded5:0x5b5e1dcad95dd726!8m2!3d36.032547!4d-86.8039012!16s%2Fg%2F1tg825y6!19sChIJ1d7GD0d7ZIgRJtdd2codXls?authuser=0&hl=en&rclk=1"
"Cumberland Pediatric Dentistry & Orthodontics of Smyrna","4.4","678","Pediatric dentist","1540 Rock Springs Rd, Smyrna, TN 37167, United States","https://cpdosmyrna.com/?utm_source=ExtNet&utm_medium=organic&utm_campaign=Yext","+1 615-220-6161","https://www.google.com/maps/place/Cumberland+Pediatric+Dentistry+%26+Orthodontics+of+Smyrna/data=!4m7!3m6!1s0x88640c3869df853b:0x1f1e5efc892f2e24!8m2!3d35.9771884!4d-86.5567159!16s%2Fg%2F1tgjm09m!19sChIJO4XfaTgMZIgRJC4vifxeHh8?authuser=0&hl=en&rclk=1"
"Artistic Dentistry","","","Dentist","296 White Bridge Pike, Nashville, TN 37209, United States","","+1 615-352-9595","https://www.google.com/maps/place/Artistic+Dentistry/data=!4m7!3m6!1s0x88646179f322fd09:0x87e6358c3653ae11!8m2!3d36.1447788!4d-86.8576315!16s%2Fg%2F1tgfqv_8!19sChIJCf0i83lhZIgREa5TNow15oc?authuser=0&hl=en&rclk=1"
"Up Pediatric Dentistry","5.0","96","Pediatric dentist","2829 Columbine Pl, Nashville, TN 37204, United States","http://upkidsdentist.com/","+1 615-440-5188","https://www.google.com/maps/place/Up+Pediatric+Dentistry/data=!4m7!3m6!1s0x8864656f9835af85:0xd68e8228d18af228!8m2!3d36.1134544!4d-86.7659624!16s%2Fg%2F11jq0pc3_j!19sChIJha81mG9lZIgRKPKK0SiCjtY?authuser=0&hl=en&rclk=1"
"Brentwood Pediatric Dentistry of Cool Springs","4.8","613","Pediatric dentist","95 Seaboard Ln Ste 102, Brentwood, TN 37027, United States","https://brentwoodpediatricdentistry.com/contact/","+1 615-377-3080","https://www.google.com/maps/place/Brentwood+Pediatric+Dentistry+of+Cool+Springs/data=!4m7!3m6!1s0x88647bfec9b61cdd:0xe1ce5633caf2a0a1!8m2!3d35.965181!4d-86.818483!16s%2Fg%2F1tnplr5g!19sChIJ3Ry2yf57ZIgRoaDyyjNWzuE?authuser=0&hl=en&rclk=1"
"Dentist","5.0","2","Dentist","TN-76, White House, TN 37188, United States","","","https://www.google.com/maps/place/Dentist/data=!4m7!3m6!1s0x88644ea46a162f97:0x44af34deda1d847f!8m2!3d36.4697722!4d-86.6750353!16s%2Fg%2F11h7fy48kt!19sChIJly8WaqROZIgRf4Qd2t40r0Q?authuser=0&hl=en&rclk=1"
